Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
905,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2000,2600,2400,12 Nov 2024
906,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2000,2650,2300,16 Feb 2024
907,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2000,2700,2400,24 Feb 2025
908,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2000,2700,2500,25 May 2024
909,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2000,2750,2500,03 Jan 2025
910,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2000,2800,2400,04 Nov 2024
911,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2000,2800,2500,05 Nov 2024
912,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2000,2800,2500,09 Dec 2024
913,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2000,2800,2500,14 Feb 2024
914,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2000,2800,2500,21 Dec 2024
915,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2000,2800,2550,14 Nov 2024
916,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2000,2850,2400,06 Nov 2024
917,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2000,2900,2400,28 Mar 2025
918,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2000,2900,2500,20 Jun 2025
919,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2000,2900,2600,25 Jan 2025
920,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2000,2900,2650,27 Jan 2025
921,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2000,2900,2700,23 Jan 2025
922,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2000,2900,2750,03 Apr 2025
923,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2000,3000,2450,20 Apr 2024
924,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2000,3000,2500,08 Feb 2024
925,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2000,3000,2550,08 Jan 2025
926,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2025,2700,2400,23 Dec 2024
927,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2050,2400,2200,19 Feb 2024
928,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2050,2450,2275,10 Oct 2024
929,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2050,2500,2300,22 May 2024
930,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2050,2600,2300,24 Feb 2024
931,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2050,2825,2450,30 May 2025
932,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2050,3000,2590,21 Jun 2025
933,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2075,2550,2280,18 Jun 2024
934,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2100,2350,2200,07 Mar 2024
935,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2100,2400,2250,02 Jul 2024
936,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2100,2400,2250,14 Oct 2024
937,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2100,2400,2250,27 Jun 2024
938,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2100,2450,2250,29 Jun 2024
939,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2100,2450,2310,20 Feb 2024
940,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2100,2500,2250,25 Jul 2024
941,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2100,2500,2300,16 May 2024
942,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2100,2500,2300,19 Oct 2024
943,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2100,2500,2300,22 Jun 2024
944,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2100,2500,2300,25 Oct 2024
945,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2100,2500,2300,28 Oct 2024
946,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2100,2500,2300,29 Apr 2024
947,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2100,2500,2350,01 Jul 2024
948,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2100,2550,2300,14 May 2024
949,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2100,2550,2300,18 Mar 2024
950,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2100,2550,2300,23 May 2024
951,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2100,2600,2300,07 Feb 2024
952,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2100,2600,2300,08 Jul 2024
953,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2100,2600,2300,14 Mar 2024
954,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2100,2600,2350,14 Jun 2024
955,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2100,2600,2400,25 Apr 2024
956,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2100,2650,2400,24 Apr 2024
957,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2100,2800,2400,20 Mar 2024
958,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2100,2800,2500,11 Nov 2024
959,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2100,2800,2500,29 Jan 2024
960,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2100,2800,2550,27 May 2024
961,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2100,2800,2650,31 Dec 2024
962,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2100,2850,2500,23 Jan 2024
963,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2100,2850,2550,10 Jan 2025
964,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2100,2850,2550,15 Feb 2024
965,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2100,2900,2650,20 Dec 2024
966,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2100,2900,2700,12 Dec 2024
967,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2100,3000,2600,07 Jan 2025
968,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2100,3000,2800,17 Jan 2024
969,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2150,2400,2300,11 Jul 2024
970,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2150,2400,2300,27 Sep 2024
971,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2150,2460,2310,23 Oct 2024
972,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2150,2600,2400,22 Feb 2024
973,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2150,2800,2450,10 Feb 2024
974,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2150,2800,2500,19 Jan 2024
975,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2150,2800,2550,06 Sep 2024
976,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2150,2800,2550,15 Nov 2024
977,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2150,3000,2700,06 Jan 2025
978,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2150,3021,2661,20 Mar 2025
979,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2200,2500,2350,10 Jul 2024
980,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2200,2500,2350,12 Jul 2024
981,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2200,2500,2350,28 Sep 2024
982,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2200,2500,2375,15 Oct 2024
983,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2200,2500,2400,16 Mar 2024
984,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2200,2500,2400,21 Feb 2024
985,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2200,2550,2400,30 Apr 2024
986,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2200,2600,2400,23 Aug 2024
987,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2200,2700,2500,03 Sep 2024
988,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2200,2750,2450,12 Feb 2024
989,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2200,2800,2450,20 Jan 2024
990,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2200,2800,2500,11 Jan 2025
991,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2200,2800,2500,24 Jan 2024
992,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2200,2800,2600,09 Jan 2025
993,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2200,2850,2500,11 Sep 2024
994,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2200,2890,2725,16 Nov 2024
995,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2200,2900,2550,07 Oct 2024
996,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2200,2900,2600,07 Apr 2025
997,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2200,2900,2700,08 Apr 2025
998,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2200,2950,2500,27 Jan 2024
999,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2200,3000,2500,09 Sep 2024
1000,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2200,3000,2800,28 Jan 2025
1001,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2250,2800,2500,10 Sep 2024
1002,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2400,2500,2450,27 Aug 2024
1003,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2400,2800,2500,19 Nov 2024
1004,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2400,2800,2600,18 Jul 2024
1005,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2400,2900,2650,22 Jul 2024
1006,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2400,3300,2800,14 Dec 2024
1007,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2400,3300,2900,16 Jan 2025
1008,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2400,3400,3000,02 Jan 2024
1009,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2450,3515,3100,04 Jan 2025
1010,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2500,2600,2550,09 Jul 2024
1011,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2500,2800,2600,20 Jul 2024
1012,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2500,2800,2700,08 Nov 2024
1013,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2500,2800,2700,30 Aug 2024
1014,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2500,2900,2750,19 Jul 2024
1015,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2500,3000,2800,04 Oct 2024
1016,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2500,3000,2800,15 Jun 2024
1017,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2500,3000,2800,18 Apr 2024
1018,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2500,3500,3000,05 Jan 2024
1019,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2500,3500,3000,16 Apr 2024
1020,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2500,3600,3000,03 Jan 2024
1021,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2550,3150,2850,01 Jan 2025
1022,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2550,3500,2880,13 Dec 2024
1023,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2575,3550,3150,17 Dec 2024
1024,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2600,2800,2700,24 Aug 2024
1025,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2800,3200,3000,17 Jan 2025
1026,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2800,3500,3200,04 Jan 2024
1027,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2850,3350,3100,02 Jan 2025
1028,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,2850,3500,3200,13 Jan 2025
1029,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,3000,3500,3200,15 Apr 2024
1030,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,3000,3500,3200,20 May 2024
1031,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,3500,4000,3800,29 Feb 2024
1032,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,Local,1610,2515,2250,18 Jul 2025
1033,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,Local,1650,2545,2255,17 Jul 2025
1034,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,Local,1675,2645,2125,11 Jul 2025
1035,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,Local,1700,2200,2000,03 Jul 2025
1036,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,Local,1700,2300,2000,01 Jul 2025
1037,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,Local,1700,2400,2000,15 Jul 2025
1038,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,Local,1700,2400,2000,28 Jul 2025
1039,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,Local,1700,2500,2000,19 Jul 2025
1040,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,Local,1700,2500,2000,31 Jul 2025
1041,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,Local,1700,2800,2300,23 Jul 2025
1042,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,Local,1800,2200,2000,02 Jul 2025
1043,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,Local,1800,2400,2100,07 Jul 2025
1044,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,Local,1800,2800,2300,25 Jul 2025
1045,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,Local,1810,2750,2350,26 Jul 2025
1046,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,Local,1950,2640,2245,16 Jul 2025
1047,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,Local,2000,2600,2250,09 Jul 2025
1048,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,Local,2015,2650,2351,08 Jul 2025
1049,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,Local,2050,2560,2250,04 Jul 2025
1050,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,Local,2100,2600,2350,05 Jul 2025
1051,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,Local,2115,2560,2321,30 Jul 2025
1052,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,Ref grade-1,1650,3000,2550,04 Feb 2025
1053,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,Ref grade-1,1650,3200,2250,03 Feb 2025
1054,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,Ref grade-1,1660,3050,2125,05 Feb 2025
1055,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,Ref grade-1,2000,2900,2600,01 Feb 2025
1056,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,Ref grade-1,2000,3000,2650,31 Jan 2025
1057,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,Ref grade-1,2200,3000,2850,30 Jan 2025
1058,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,Ref grade-2,1675,3150,2595,04 Mar 2025
1059,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,Ref grade-2,1750,3000,2750,03 Mar 2025
1060,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1590,2120,2111,26 Sep 2024
1061,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1783,2250,2016,30 Dec 2024
1062,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1800,2230,2182,07 Oct 2024
1063,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1801,2275,2021,04 Nov 2024
1064,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1809,2519,2309,01 Aug 2024
1065,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1810,2522,2375,05 Aug 2024
1066,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1889,2551,2381,29 Jul 2024
1067,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2000,2109,2054,03 Oct 2024
1068,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2030,2261,2145,23 Sep 2024
1069,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2052,2333,2218,21 Mar 2024
1070,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2100,2229,2202,14 Oct 2024
1071,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2100,2321,2275,17 Sep 2024
1072,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2100,2449,2259,19 Sep 2024
1073,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2101,2340,2323,26 Feb 2024
1074,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2112,2362,2341,19 Feb 2024
1075,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2130,2202,2186,10 Oct 2024
1076,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2140,2225,2191,30 Sep 2024
1077,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2150,2209,2205,14 Nov 2024
1078,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2150,2284,2235,19 Nov 2024
1079,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2152,2320,2236,11 Mar 2024
1080,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2154,2200,2177,24 Jan 2025
1081,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2181,2340,2284,28 Mar 2024
1082,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2201,2330,2311,29 Feb 2024
1083,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2202,2259,2215,07 Nov 2024
1084,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2205,2239,2224,11 Nov 2024
1085,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2209,2435,2269,27 Feb 2025
1086,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2210,2361,2285,14 Mar 2024
1087,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2220,2231,2226,18 Oct 2024
1088,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2222,2355,2288,01 Feb 2024
1089,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2245,2360,2338,07 Mar 2024
1090,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2246,2330,2287,16 Jan 2024
1091,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2251,2307,2289,01 Jan 2024
1092,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2251,2580,2513,25 Jul 2024
1093,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2256,2360,2328,24 Oct 2024
1094,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2260,2309,2289,21 Oct 2024
1095,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2260,2311,2287,04 Jan 2024
1096,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2260,2360,2330,04 Mar 2024
1097,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2260,2402,2367,20 Jun 2024
1098,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2270,2337,2292,08 Jan 2024
1099,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2271,2460,2416,01 Jul 2024
1100,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2279,2479,2429,12 Sep 2024
1101,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2280,2301,2282,17 Jan 2025
1102,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2289,2439,2313,28 Oct 2024
1103,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2290,2329,2303,11 Jan 2024
1104,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2290,2356,2334,05 Feb 2024
1105,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2290,2375,2316,12 Feb 2024
1106,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2299,2629,2520,22 Jul 2024
1107,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2300,2300,2300,28 Feb 2025
1108,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2301,2420,2375,24 Jun 2024
1109,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2303,2340,2327,15 Feb 2024
1110,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2303,2365,2326,08 Feb 2024
1111,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2303,2625,2434,08 Aug 2024
1112,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2306,2340,2326,22 Jan 2024
1113,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2306,2651,2524,02 Sep 2024
1114,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2330,2330,2330,22 Feb 2024
1115,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2330,2360,2346,20 May 2024
1116,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2350,2520,2460,09 Sep 2024
1117,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2359,2511,2404,12 Aug 2024
1118,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2385,2450,2435,27 Jun 2024
1119,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2386,2386,2386,18 Jun 2024
1120,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2400,2540,2461,08 Jul 2024
1121,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2409,2531,2470,16 Aug 2024
1122,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2450,2569,2565,11 Jul 2024
1123,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2459,2542,2469,19 Aug 2024
1124,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2459,2629,2629,18 Jul 2024
1125,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2461,2591,2548,05 Sep 2024
1126,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2467,2581,2521,04 Jul 2024
1127,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2560,2561,2561,22 Aug 2024
1128,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2561,2670,2569,26 Aug 2024
1129,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2566,2689,2627,15 Jul 2024
1130,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2800,2800,2800,01 Mar 2025
1131,Bellary,Kottur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1000,2253,1626,07 Dec 2024
